name,address,lat,lng,wifi,allHours,drive,hundred,morning,barista,birthday,playRand,adventure,parking
阪急三宮西口店,兵庫県神戸市中央区北長狭通１－３１,34.6925868016,135.192168812,0,1,0,1,1,0,0,0,0,0
神戸湊川店,兵庫県神戸市兵庫区荒田町１－１５－５,34.6798735181,135.167456692,1,1,0,0,1,0,1,0,1,0
エコールリラ店,兵庫県神戸市北区藤原台中町１－２－２,34.8214208288,135.220912776,0,0,0,0,1,0,0,0,0,1
岩岡ヒラキ店,兵庫県神戸市西区岩岡町野中５５６,34.7189327881,134.9284698,1,0,0,0,0,0,0,0,0,1
イオン加古川店,兵庫県加古川市平岡町新在家６１５－１,34.7495275306,134.862903186,0,0,0,0,0,0,0,0,0,1
イオン淡路店,兵庫県淡路市志筑新島１０－２,34.4264681025,134.9065214,0,0,0,0,0,0,0,0,0,1
イオン三木青山店,兵庫県三木市志染町青山６－８,34.7792916669,135.035399452,0,0,0,0,0,0,0,0,0,1
甲南コープリビング店,兵庫県神戸市東灘区甲南町２－１－１０,34.722622525,135.276067359,0,0,0,0,0,0,0,0,0,0
ＪＲ六甲道店,兵庫県神戸市灘区永手町４－１－１,34.7148244906,135.238267339,1,1,0,0,1,0,0,0,0,1
西宮東コープ店,兵庫県西宮市小松北町１－６－４４,34.7258755674,135.376173441,0,0,0,0,0,0,0,0,0,1
阪神出屋敷店,兵庫県尼崎市竹谷町２－２３－２,34.7181560038,135.405199205,1,0,0,0,1,0,0,0,1,0
イオンジェームス山店,兵庫県神戸市垂水区青山台７－７－１,34.6463410899,135.076213351,1,0,0,1,0,0,0,0,0,1
イオン明石２番街店,兵庫県明石市大久保町ゆりのき通２－３－１,34.6799604753,134.936662873,1,0,0,1,0,0,0,0,0,1
なじおプラザ店,兵庫県西宮市名塩新町８,34.8264695093,135.309330367,0,0,0,1,0,0,0,0,0,1
御影カナート店,兵庫県神戸市東灘区御影本町２－６,34.7126501775,135.257418503,1,0,0,0,0,0,0,0,0,1
西鈴蘭台エネオス店,兵庫県神戸市北区北五葉１－１３－３５,34.7283859161,135.137494929,1,0,1,0,1,0,0,0,0,1
イオンモール猪名川店,兵庫県川辺郡猪名川町白金２－１,34.9026170922,135.364359874,0,0,0,1,0,0,0,0,0,1
ＪＲ芦屋店,兵庫県芦屋市船戸町１－２９,34.7343999422,135.306683156,0,0,0,0,1,0,0,0,0,0
須磨ニュータウンエッソ店,兵庫県神戸市須磨区友が丘７－３－５,34.6703967339,135.102846312,1,0,1,0,1,0,0,0,1,1
高砂アスパ店,兵庫県高砂市緑丘２－１－４０,34.7698532855,134.802520906,1,0,0,1,0,0,0,0,0,1
五合橋線塚口店,兵庫県尼崎市塚口町４－１９－４,34.7570672767,135.411604548,1,1,1,0,1,0,0,0,1,1
阪急伊丹駅店,兵庫県伊丹市西台１－１－１,34.7795492048,135.413524173,0,0,0,1,0,0,0,0,0,0
ＪＲ西宮駅店,兵庫県西宮市池田町９－１,34.7387062356,135.348010485,0,0,0,0,1,0,0,0,0,0
武庫川メルカード店,兵庫県西宮市高須町１－１,34.7053249986,135.370500745,1,0,0,0,1,0,0,0,0,1
マリンピア神戸店,兵庫県神戸市垂水区海岸通１２－２,34.6256472522,135.048115405,1,0,0,0,0,0,0,0,0,1
甲東園駅前店,兵庫県西宮市松籟荘１１－１８,34.7667016398,135.359290769,1,0,0,0,1,0,0,0,0,0
小林イズミヤ店,兵庫県宝塚市小林５－５－４７,34.7884051948,135.355687851,1,0,0,0,0,0,0,0,0,1
浜松原関西スーパー店,兵庫県西宮市浜松原町２－５０,34.7277993622,135.345401639,0,0,0,0,0,0,0,0,0,1
阪急川西能勢口駅店,兵庫県川西市栄町２０－１－Ｗ１０２,34.8276014864,135.412632064,0,0,0,1,1,0,0,0,0,0
ウエステ垂水店,兵庫県神戸市垂水区天ノ下町１－１,34.6301318359,135.052268778,1,0,0,0,0,0,0,0,0,0
逆瀬川アピア店,兵庫県宝塚市逆瀬川１－１１－１,34.7979137532,135.352210891,0,0,0,0,0,0,0,0,0,1
神戸北町店,兵庫県神戸市北区日の峰２－１２－４,34.7554065706,135.142926876,0,1,1,0,1,0,1,0,1,1
昆陽イズミヤ店,兵庫県伊丹市池尻１－１,34.7745260446,135.384189702,1,0,0,1,0,0,0,0,0,1
２号線脇浜店,兵庫県神戸市中央区脇浜町２－５－２３,34.7011549391,135.214120758,1,1,1,0,1,0,0,0,1,1
姫路花影町店,兵庫県姫路市花影町３－７－２,34.8325163896,134.679267795,1,1,1,0,1,0,0,0,0,1
神戸大開通店,兵庫県神戸市兵庫区大開通６－３－１８,34.6719518286,135.163437589,1,1,1,1,1,0,0,0,0,1
摂津本山店,兵庫県神戸市東灘区岡本１－２－１７,34.7269245425,135.276398574,1,0,0,0,1,0,0,0,0,0
イオン赤穂店,兵庫県赤穂市中広字別所５５－３,34.7561338799,134.401003895,0,0,0,1,0,0,0,0,0,1
神戸サンシャインワーフ店,兵庫県神戸市東灘区青木１－２－３４,34.7148916963,135.286313107,1,0,0,1,0,0,0,0,0,1
西宮アクタ店,兵庫県西宮市北口町１－１－２１５,34.7469238474,135.357322444,1,0,0,1,1,0,0,0,0,1
イオン三田ウッディタウン店,兵庫県三田市けやき台１－６－２,34.9082095924,135.187284751,0,0,0,1,0,0,0,0,0,1
大社関西スーパー店,兵庫県西宮市大社町１３－３０,34.7546020303,135.340518941,1,0,0,0,0,0,0,0,0,1
大蔵海岸店,兵庫県明石市大蔵八幡町１－２０,34.6444026702,135.013854745,1,1,1,1,1,0,0,0,1,1
稲美ジョイフルプラザ店,兵庫県加古郡稲美町国岡１－１０６,34.7471409478,134.915800535,1,0,0,0,0,0,0,0,0,1
武庫之荘駅前店,兵庫県尼崎市南武庫之荘１－１３－２０,34.7506137065,135.393554409,0,0,0,0,1,0,0,0,0,0
新開地ラウンドワン店,兵庫県神戸市兵庫区新開地２－３－４,34.6770727935,135.170413747,0,0,0,0,0,0,0,0,0,0
明石西インター店,兵庫県明石市魚住町清水２４６４－１,34.7209185105,134.89683975,0,1,1,0,1,0,0,0,0,1
尼崎近松コープ店,兵庫県尼崎市上坂部３－３０９,34.7502535412,135.432772639,1,0,0,0,0,0,0,0,1,1
三宮ラウンドワン店,兵庫県神戸市中央区小野柄通６－１,34.6940187024,135.197393026,0,0,0,0,1,0,0,0,0,0
２５０網干店,兵庫県姫路市網干区新在家１４１４－１１,34.7862010257,134.588248789,1,0,1,0,1,0,0,0,1,1
山手幹線西宮店,兵庫県西宮市大屋町６－２０,34.7427339711,135.366096536,1,1,1,1,1,0,0,0,1,1
住吉駅前店,兵庫県神戸市東灘区住吉宮町４－１,34.7189603918,135.26176763,1,0,0,0,1,0,0,0,0,0
三田フラワータウン店,兵庫県三田市弥生が丘１－１－１,34.8849148112,135.201892862,0,0,0,1,0,0,0,0,0,1
篠山ファーカス店,兵庫県篠山市東吹３３０－３,35.0642218448,135.191267981,1,0,1,0,1,0,0,0,0,1
川西多田店,兵庫県川西市鴬台２－２０－８,34.8520908739,135.410784172,0,0,1,0,1,0,0,0,0,1
相生マックスバリュ店,兵庫県相生市那波南本町８－１５,34.8053467902,134.460077587,1,0,1,0,1,0,0,0,0,1
和田山ＪＡＳＳ店,兵庫県朝来市和田山町玉置１０７８－３,35.3332883701,134.861486659,0,0,1,0,1,0,0,0,1,1
山崎店,兵庫県宍粟市山崎町今宿１２９－４,35.0074703307,134.548308323,1,0,1,0,1,0,0,0,0,1
甲子園イトーヨーカドー店,兵庫県西宮市甲子園八番町１－１００,34.7163530725,135.365502479,1,0,0,1,0,0,0,0,0,1
イオン尼崎店,兵庫県尼崎市次屋３－１３－１８,34.7425602197,135.44347307,0,0,0,1,0,0,0,0,0,1
ブルメールＨＡＴ神戸店,兵庫県神戸市中央区脇浜海岸通２－２－２,34.6991735062,135.21447496,1,0,0,1,1,0,0,0,1,1
神戸大久保インター店,兵庫県神戸市西区竜が岡１－２２－１,34.7088483693,134.940094942,0,0,1,1,1,1,1,1,1,1
神戸元町店,兵庫県神戸市中央区元町通１－１１－１７,34.6896767818,135.188955026,1,1,0,0,1,0,0,0,0,0
姫路花田フレッツガーデン店,兵庫県姫路市花田町上原田１８９－１,34.8378886612,134.733213113,1,1,1,0,1,0,0,0,0,1
つかしん店,兵庫県尼崎市塚口本町４－８－１つかしんＳＣ北館１Ｆ,34.7608392599,135.419860361,1,0,0,0,1,0,0,0,0,1
神戸舞多聞店,兵庫県神戸市垂水区舞多聞東１－１０－１０,34.6625729252,135.055040231,1,0,1,0,1,0,0,0,1,1
イオンモール神戸北店,兵庫県神戸市北区上津台８－１－１イオンモール神戸北３Ｆ,34.8614856553,135.194749563,0,0,0,1,0,0,0,0,0,1
１７５社店,兵庫県加東市社字正子１０５８－１,34.9166533368,134.956424043,1,1,1,0,1,0,0,0,0,1
伊丹南本町店,兵庫県伊丹市南本町４－３－２５,34.773470028,135.419185825,0,0,1,1,1,0,1,0,1,1
神戸上津台店,兵庫県神戸市北区上津台２－１５－３,34.8624033711,135.196611868,1,0,1,1,1,0,0,0,0,1
イオンモール姫路大津店,兵庫県姫路市大津区大津町２－５,34.8067415832,134.606354004,1,0,0,1,0,0,0,0,0,1
阪神尼崎駅店,兵庫県尼崎市神田中通１－１－１,34.7187023296,135.417211464,0,1,0,1,1,0,0,0,1,0
新長田駅前店,兵庫県神戸市長田区若松町５－１－１,34.6559901763,135.145278333,1,0,0,0,1,0,0,0,0,0
ＪＲ神戸駅店,兵庫県神戸市中央区相生町３－１－１,34.6790085783,135.177934687,0,0,0,0,1,0,0,0,0,0
イオンモール伊丹店,兵庫県伊丹市藤ノ木１－１－１イオンモール伊丹テラス３Ｆ,34.7821199653,135.423053247,1,0,0,1,0,0,0,0,0,1
グリーンプラザべふ店,兵庫県加古川市別府町緑町２,34.7280882783,134.849169835,1,0,0,1,0,0,0,0,0,0
立花ジョイタウン店,兵庫県尼崎市七松町１－１－１,34.7372750741,135.399040212,1,1,0,0,1,0,0,0,0,0
神戸学園都市駅前店,兵庫県神戸市西区学園西町１－１－２,34.681029505,135.058204059,1,0,0,0,1,0,0,0,0,0
加古川河原店,兵庫県加古川市加古川町河原字長尾３７０－１,34.7729919518,134.845306461,1,0,1,0,1,0,0,0,0,1
加西店,兵庫県加西市北条町横尾３８９－１,34.9281418173,134.837755833,1,0,1,0,1,0,0,0,0,1
１７８豊岡店,兵庫県豊岡市船町３３２－１,35.5543679019,134.813357788,1,0,1,1,1,0,0,0,1,1
姫路中島店,兵庫県姫路市飾磨区中島１－３３４,34.7933651072,134.682489365,0,0,1,0,1,0,0,0,0,1
２号線明石店,兵庫県明石市硯町３－１０－４７,34.6536360105,134.974875376,1,1,1,0,1,1,0,0,0,1
あまがさきキューズモール店,兵庫県尼崎市潮江１－３－１,34.7336004007,135.431193342,1,0,0,1,1,0,0,0,0,1
姫路辻井店,兵庫県姫路市辻井５－２－７,34.8483047187,134.672976162,1,0,1,0,1,0,0,0,0,1
２号線尼崎店,兵庫県尼崎市杭瀬南新町４－１－２３,34.7191404072,135.432372339,1,1,1,1,1,0,0,0,0,1
２号線大久保店,兵庫県明石市大久保町大窪５４９－１,34.6829377375,134.9411471,1,1,1,0,1,0,0,0,1,1
２号線別所店,兵庫県姫路市別所町別所４－８,34.8105899349,134.749736724,1,0,1,0,1,0,0,0,0,1
姫路東山店,兵庫県姫路市東山２５２－２,34.7908062295,134.719235639,1,1,1,0,1,0,0,0,1,1
イオンモール伊丹昆陽店,兵庫県伊丹市池尻４－１－１,34.7850553247,135.380904356,1,0,0,0,0,0,0,0,0,1
２５０魚住店,兵庫県明石市魚住町住吉１－１２－２,34.6922955245,134.902877668,0,0,1,0,1,0,0,0,0,1
ＪＲ姫路駅東口店,兵庫県姫路市豆腐町２２２プリエごちそう館内,34.8269842674,134.692565412,1,1,0,1,1,0,0,0,0,0
西脇店,兵庫県西脇市高田井町５９－１,34.9855114495,134.96335583,1,0,1,0,1,0,0,0,0,1
姫路勝原店,兵庫県姫路市勝原区熊見３－１,34.8073320021,134.61561983,1,1,1,0,1,0,0,0,0,1
川西加茂店,兵庫県川西市加茂５－１－１１,34.813723584,135.410914353,1,1,1,1,1,0,0,1,0,1
福崎店,兵庫県神崎郡福崎町西田原１４１８－３,34.9495031901,134.761350781,1,1,1,0,1,0,0,0,0,1
２号線須磨店,兵庫県神戸市須磨区鷹取町１－１－６,34.6484030325,135.135193919,1,1,1,1,1,0,0,0,1,1
１７５小野店,兵庫県小野市浄谷町４０－１,34.8557548809,134.950245247,1,0,1,0,1,0,0,0,0,1
赤穂フレスポ店,兵庫県赤穂市中広２,34.7550161701,134.39831667,1,0,1,0,1,0,0,0,1,1
伊丹荒牧店,兵庫県伊丹市荒牧４－４－１２,34.8124935983,135.38140727,1,1,1,1,1,0,0,0,1,1
２８号南あわじ店,兵庫県南あわじ市賀集八幡３９４,34.2669994435,134.74047121,0,0,1,0,1,0,0,0,0,1
氷上店,兵庫県丹波市氷上町横田１３６－４,35.1576695058,135.048203295,1,0,1,1,1,1,1,0,1,1
１７３川西店,兵庫県川西市東畦野６－１５－１,34.8937960347,135.407215287,1,1,1,1,1,1,1,0,1,1
名谷インター店,兵庫県神戸市垂水区名谷町字前田１０３２,34.6479240797,135.069045041,1,1,1,1,1,1,0,0,1,1
たつの店,兵庫県たつの市龍野町富永７９１－６,34.855013038,134.546244129,1,1,1,1,1,0,0,0,1,1
加古川東神吉店,兵庫県加古川市東神吉町神吉１０２１－１,34.7943954281,134.824698405,1,1,1,0,1,0,0,0,0,1
加古川福沢店,兵庫県加古川市野口町水足１－４,34.7632559597,134.875008603,1,0,1,0,1,0,0,0,1,1
西神中央店,兵庫県神戸市西区美賀多台９－２－２,34.7217941723,135.015928372,1,1,1,1,1,0,0,0,1,1
加古川池田店,兵庫県加古川市尾上町池田７３５－１,34.7391831218,134.824598584,1,1,1,0,1,0,0,0,1,1
明石店,兵庫県明石市大明石町１－６－１パピオスあかし２Ｆ,34.6481206519,134.992569554,1,0,0,0,1,0,0,0,0,1
奈良店,奈良県奈良市東向南町２１,34.6829512144,135.828659092,0,0,0,1,1,0,0,0,0,0
大和新庄店,奈良県葛城市東室１４９－１,34.4960374539,135.73473838,1,0,1,1,1,0,0,1,0,1
阪奈宝来店,奈良県奈良市宝来４－１７－３,34.6843466592,135.77112658,1,0,1,1,1,0,0,1,1,1
田原本店,奈良県磯城郡田原本町大字阪手６２６－１,34.5487076639,135.797562772,1,0,1,1,1,0,0,0,0,1
奈良北店,奈良県奈良市法華寺町７３－１,34.6881321175,135.809238114,0,1,1,1,1,0,0,0,0,1
奈良からもも店,奈良県奈良市杏町１５２－１,34.6584982745,135.797954558,1,0,1,1,1,0,0,0,1,1
大和郡山インター店,奈良県大和郡山市横田町７５,34.6199888441,135.80174415,1,1,1,0,1,0,0,0,0,1
２４号橿原店,奈良県橿原市曲川町７－１－２７,34.5071647236,135.767230164,1,0,1,1,1,0,0,0,1,1
１６８香芝店,奈良県香芝市上中７７７－１,34.5553538224,135.700371879,1,1,1,0,1,0,0,0,1,1
エコールマミ店,奈良県香芝市真美ヶ丘６－１０南館２Ｆ,34.545334127,135.724420948,0,0,0,0,0,0,0,0,0,1
榛原サンクシティ店,奈良県宇陀市榛原区下井足４９－１,34.5266734446,135.950590992,0,0,0,0,0,0,0,0,0,1
大淀オークワ店,奈良県吉野郡大淀町下渕６４５－５,34.3894197637,135.781060151,0,0,0,0,0,0,0,0,0,1
御所ライフ店,奈良県御所市東松本１９０,34.4642737394,135.730815072,0,0,0,0,0,0,0,0,0,1
１６９橿原店,奈良県橿原市久米町７１２,34.4871587641,135.795820565,1,0,1,0,1,0,0,0,0,1
イオン西大和店,奈良県北葛城郡河合町中山台２－７－１,34.5847370099,135.71803906,0,0,0,1,0,0,0,0,0,1
イオン桜井店,奈良県桜井市大字上之庄２７８－１,34.5218863482,135.837271046,0,0,0,0,0,0,0,0,0,1
法隆寺インター店,奈良県北葛城郡河合町穴闇１８４－１,34.5871811658,135.741496092,0,0,1,0,1,0,0,0,0,1
学園前イズミヤ店,奈良県奈良市学園中４－５３９－１,34.6953050091,135.741783776,0,0,0,1,0,0,0,0,0,1
奈良紀寺店,奈良県奈良市紀寺町３６９－１,34.6694070237,135.833163327,1,0,1,0,1,0,0,0,1,1
五位堂駅前店,奈良県香芝市瓦口２３０３,34.5353823558,135.719165633,0,0,0,0,1,0,0,0,0,1
２５号大和郡山店,奈良県大和郡山市小林町５６０－１,34.6195068287,135.772462284,1,0,1,0,1,0,0,0,0,1
近鉄学園前店,奈良県奈良市学園北１－１－１ル・シエル学園前２Ｆ,34.6970744526,135.750379074,1,0,0,1,1,0,0,0,0,0
近鉄東生駒駅前店,奈良県生駒市東生駒１－５,34.6920554547,135.709244794,1,0,0,0,1,0,0,0,0,0
天理ダイキ店,奈良県天理市三昧田町１７－１,34.5856885804,135.838084363,0,0,0,0,0,0,0,0,0,1
１６９天理店,奈良県天理市別所町１３１－１,34.6077868297,135.834731959,0,0,1,0,1,0,0,0,0,1
１６５桜井店,奈良県桜井市阿部４２５－１,34.5086036948,135.837643131,1,0,1,0,1,0,0,0,0,1
王寺りーべる店,奈良県北葛城郡王寺町久度２－２－１東館Ｂ１Ｆ,34.5981796026,135.703964003,0,0,0,0,1,0,0,0,0,1
橿原葛本町店,奈良県橿原市葛本町７０６－１,34.5211485731,135.797913954,1,1,1,1,1,0,0,0,1,1
大和中央道郡山店,奈良県大和郡山市外川町７９－１,34.6441197543,135.767544654,1,0,1,0,1,0,0,0,1,1
イオンモール奈良登美ヶ丘店,奈良県生駒市鹿畑町３０２７,34.7261781063,135.751066631,0,0,0,1,0,0,0,0,1,1
２５号斑鳩店,奈良県生駒郡斑鳩町稲葉西２－９－６,34.6020849026,135.712051774,1,0,1,0,1,0,0,0,1,1
白庭台店,奈良県生駒市上町台１－１,34.7265708594,135.716138568,0,0,1,0,1,0,0,0,0,1
南生駒店,奈良県生駒市有里町１０７－１,34.6694426988,135.707227685,0,0,1,0,1,0,0,0,1,1
イオンモール大和郡山店,奈良県大和郡山市下三橋町７４１－３４６,34.6512389169,135.802082222,0,0,0,1,0,0,0,0,0,1
中和幹線大和高田店,奈良県大和高田市大字池尻１８１－１,34.5297975077,135.746344279,1,1,1,1,1,0,0,0,0,1
２４号五條店,奈良県五條市今井２－３６２－１,34.355020211,135.704073858,1,0,1,0,1,0,0,0,0,1
イオンモール橿原店,奈良県橿原市曲川町７－２０－１イオンモール橿原２Ｆフードコート内,34.5053767769,135.763188633,0,0,0,1,0,0,0,0,0,1
２４号岩出店,和歌山県岩出市備前４９－１,34.2605249947,135.312267907,0,1,1,0,1,0,0,0,0,1
４２号田辺バイパス店,和歌山県田辺市稲成町新江原３１６５Ｅ館,33.7449104156,135.375201708,1,0,1,0,1,0,0,0,0,1
田辺パビリオンシティ店,和歌山県田辺市稲成町新江原３１６５,33.7440091701,135.377079074,0,0,0,1,0,0,0,0,0,1
和歌山宮街道店,和歌山県和歌山市秋月２８５－１,34.2301490656,135.205343544,1,0,1,0,1,0,0,0,0,1
林間田園都市店,和歌山県橋本市慶賀野１９１－４,34.3580929131,135.607272485,0,0,1,0,1,0,0,0,0,1
和歌山イズミヤ店,和歌山県和歌山市新生町７－２０,34.221945973,135.187202346,0,0,0,1,0,0,0,0,0,1
貴志川オークワ店,和歌山県紀の川市貴志川町神戸２０４－１,34.2168311168,135.315170758,0,0,0,0,0,0,0,0,0,1
２４号四箇郷店,和歌山県和歌山市加納３１９－７,34.2446838521,135.207269288,0,0,1,0,1,0,1,0,1,1
イオン新宮店,和歌山県新宮市橋本２－１４－２３,33.7140366929,135.989495865,0,0,0,0,1,0,0,0,0,1
２６号島橋店,和歌山県和歌山市狐島２４３－１９,34.2418070807,135.151369002,0,1,1,0,1,0,0,0,0,1
２４号粉河店,和歌山県紀の川市粉河７９８－１,34.2689756245,135.406411059,0,0,1,0,1,0,0,0,0,1
４２号御坊店,和歌山県御坊市湯川町財部６３１－１,33.8976731591,135.149676158,1,0,1,0,1,0,0,0,0,1
次郎丸店,和歌山県和歌山市次郎丸６０－３,34.2547067275,135.151238313,0,0,0,0,0,0,0,0,0,1
岩出ミレニアシティ店,和歌山県岩出市中迫塚本１４７,34.2601689835,135.314892412,0,0,0,0,0,0,0,0,0,1
紀三井寺店,和歌山県和歌山市小雑賀７６２－１,34.1971392973,135.185449423,1,0,1,1,1,0,1,1,1,1
大浦街道店,和歌山県和歌山市砂山南４－２－１４,34.2153785993,135.159877455,0,0,1,0,1,0,0,0,0,1
高野口オークワ店,和歌山県橋本市高野口町伏原１３９－１,34.3040667753,135.569710346,0,0,0,1,0,0,0,0,0,1
４２号海南店,和歌山県海南市船尾２３８－１,34.1584976413,135.201409289,0,0,1,0,1,0,0,0,0,1
湯浅ユピア店,和歌山県有田郡湯浅町大字湯浅１８５２－１,34.0412100301,135.187482105,0,0,0,0,0,0,0,0,0,1
４２号新宮店,和歌山県新宮市佐野３－１１－１９,33.6747120659,135.971154569,0,0,1,0,1,0,0,0,0,1
２４号川辺店,和歌山県和歌山市里７－１,34.2623751588,135.26754065,1,0,1,1,1,0,0,0,1,1
４２号有田店,和歌山県有田市宮崎町１７－１,34.0799322255,135.121471897,0,0,1,0,1,0,0,0,1,1
イオンモール和歌山店,和歌山県和歌山市中字楠谷５７３,34.2745288436,135.147593816,0,0,0,1,0,0,0,0,0,1
米子店,鳥取県米子市米原６－８－６,35.4437168331,133.333155945,1,1,1,1,1,0,0,1,1,1
鳥取店,鳥取県鳥取市天神町２,35.4936241932,134.222516103,0,0,1,0,1,0,0,0,0,1
４３１日吉津店,鳥取県西伯郡日吉津村日吉津１１６１－２,35.4442598712,133.385861718,1,0,1,0,1,0,0,0,0,1
イオンモール鳥取北店,鳥取県鳥取市晩稲１００－１,35.5250850897,134.201955496,0,0,0,1,0,0,0,0,0,1
境港店,鳥取県境港市美保町３６５３－４９,35.5195264297,133.247415111,1,0,1,0,1,0,1,0,1,1
カインズモール鳥取店,鳥取県鳥取市古海５１４－１,35.4963492705,134.203014151,0,0,1,0,1,0,0,1,0,1
イオンモール日吉津店,鳥取県西伯郡日吉津村日吉津１１６０－１,35.4453569757,133.386299976,0,0,0,1,0,0,0,0,0,1
鳥取丸山店,鳥取県鳥取市松並町２－１０１－１,35.5167967635,134.221289041,0,0,1,0,1,0,0,0,1,1
１７９倉吉店,鳥取県倉吉市河北町７６,35.4642446585,133.844667445,1,0,1,0,1,0,0,0,0,1
１８１米子南店,鳥取県米子市昭和町６１,35.4266623605,133.342983392,0,0,1,1,1,1,0,0,0,1
松江店,島根県松江市学園南２－２－３１,35.473164227,133.06507176,1,0,1,1,1,0,0,0,0,1
出雲店,島根県出雲市渡橋町７８２,35.3657278288,132.743615781,0,1,1,1,1,0,0,1,0,1
浜田ゆめタウン店,島根県浜田市港町２２７－１,34.8997919241,132.071795782,0,0,0,0,0,0,0,0,0,1
９号線松江店,島根県松江市西津田１－９－３３,35.4594898517,133.071820481,0,1,1,0,1,0,0,0,0,1
出雲バイパス店,島根県出雲市中野美保南２－５－３,35.3759304854,132.767349133,0,0,1,0,1,0,0,0,1,1
益田店,島根県益田市あけぼの西町１０－６,34.6824728038,131.836047637,1,0,1,0,1,0,0,0,1,1
出雲ゆめタウン店,島根県出雲市大塚町６５０－１,35.3764682065,132.754677489,0,0,0,1,0,0,0,0,0,1
イオン松江店,島根県松江市東朝日町１５１,35.4643928365,133.069216947,0,0,0,1,0,0,0,0,0,1
清輝橋店,岡山県岡山市北区清輝橋４－７－２３,34.6473921913,133.925330008,1,1,1,1,1,0,1,1,0,1
岡山バイパス店,岡山県岡山市南区新保６６０－１３,34.6314397661,133.908736443,0,0,1,1,1,0,0,1,0,1
早島インター店,岡山県都窪郡早島町大字早島３３５０－１,34.6081958037,133.821740215,0,0,1,0,1,0,0,0,1,1
岡山野田店,岡山県岡山市北区野田４－１４－８,34.6542527861,133.899622356,1,1,1,1,1,0,0,0,0,1
平島店,岡山県岡山市東区東平島１１３－３,34.7062571566,134.053559747,0,0,1,0,1,0,0,0,0,1
児島店,岡山県倉敷市児島小川町３６７８－３１,34.4677436744,133.814858076,0,0,1,0,1,0,0,0,1,1
津山インター店,岡山県津山市川崎１８５,35.059458654,134.03363195,1,1,1,0,1,0,0,0,1,1
岡山高屋店,岡山県岡山市中区兼基５３,34.6734196505,133.970723461,0,1,1,1,1,0,0,0,0,1
総社溝口店,岡山県総社市溝口６３－１,34.6767660401,133.734529136,0,0,1,0,1,0,0,0,0,1
岡北ハピータウン店,岡山県岡山市北区中井町２－２－７,34.679489974,133.92859813,0,0,0,0,0,0,0,0,0,1
益野マルナカ店,岡山県岡山市東区益野町３０－１,34.6594188124,133.998629483,0,0,0,0,0,0,0,0,0,1
西大寺ハピータウン店,岡山県岡山市東区西大寺南１－２－５,34.6524347485,134.030072742,1,0,0,0,0,0,0,0,0,1
イオンモール津山店,岡山県津山市河辺１０００－１,35.0648433144,134.046227035,0,0,0,1,0,0,0,0,0,1
倉敷ゆめタウン店,岡山県倉敷市笹沖１２７４－１,34.5788288802,133.770341566,0,0,0,0,0,0,0,0,0,1
倉敷エス・パーク店,岡山県倉敷市白楽町１２３－１,34.5889631183,133.763153273,0,0,0,0,0,0,0,0,0,1
玉島店,岡山県倉敷市玉島１６５１－１,34.5518391996,133.681157319,0,0,1,0,1,0,0,0,0,1
津島モール店,岡山県岡山市北区津島南１－２－７,34.6824659371,133.912078951,0,0,0,0,0,0,0,0,0,1
倉敷宮前店,岡山県倉敷市宮前２６－４,34.6099901268,133.761928823,1,0,1,0,1,0,0,0,0,1
イオン倉敷店,岡山県倉敷市水江１番地,34.6023962028,133.745871886,1,0,0,0,0,0,0,0,0,1
イオンモール倉敷店,岡山県倉敷市水江１番地外,34.6034966226,133.745428279,0,0,0,1,0,0,0,0,0,1
津山二宮店,岡山県津山市二宮１０７－４,35.0613495865,133.960352055,1,0,1,0,1,0,0,0,1,1
岡山ベスト電器モール店,岡山県岡山市北区下中野３７７－１,34.6382594663,133.905350414,0,0,0,0,0,0,0,0,0,1
新倉敷マルナカ店,岡山県倉敷市玉島爪崎９８１－１,34.5615281596,133.684378669,0,0,0,1,0,0,0,0,0,1
５３号津高店,岡山県岡山市北区横井上１１０－１,34.7011599923,133.903391624,0,0,1,0,1,0,0,0,0,1
岡山福浜店,岡山県岡山市南区松浜町１－２２,34.6153770355,133.941020194,0,0,1,0,1,0,0,0,0,1
ＪＲ岡山駅店,岡山県岡山市北区駅元町１－１,34.6661596108,133.91838058,0,0,0,0,1,0,0,0,0,0
岡山玉野店,岡山県玉野市宇野１－３０４２－１,34.4888882762,133.945684102,1,0,1,0,1,0,0,0,0,1
岡山久世店,岡山県真庭市惣１８０,35.0730957678,133.748339553,0,0,1,0,1,0,1,0,1,1
倉敷バイパス店,岡山県倉敷市新田２９７５－１,34.5813379074,133.777129214,1,1,1,1,1,0,0,0,0,1
岡山西バイパス店,岡山県岡山市北区平田１６７－１０５,34.6350357721,133.884697913,1,0,1,1,1,0,0,0,0,1
２号線笠岡店,岡山県笠岡市富岡４７７－２９,34.4988034688,133.520562486,0,0,1,0,1,0,0,0,1,1
倉敷アリオ店,岡山県倉敷市寿町１２－２,34.602388541,133.763909444,1,0,0,1,0,0,0,0,0,1
倉敷中庄店,岡山県倉敷市下庄６５２－１,34.638216786,133.820720458,1,0,1,0,1,0,0,0,1,1
倉敷連島店,岡山県倉敷市神田３－１５－１５,34.5446347141,133.73080451,1,1,1,1,1,0,0,0,0,1
岡山大福店,岡山県岡山市南区大福字前坂３４４－２,34.620255314,133.875247006,1,1,1,1,1,1,0,0,0,1
